wine_type,citric acid,fixed acidity,volatile acidity,residual sugar,chlorides,sulphates,free sulfur dioxide,total sulfur dioxide,density,pH,alcohol,quality,quality_label
white wine,0.25,6.5,0.28,4.8,0.028999999999999998,0.44,54.0,128.0,0.99074,3.17,12.2,7,medium quality
white wine,0.46,6.3,0.27,11.1,0.053,0.67,44.0,177.0,0.9969100000000001,3.18,9.4,5,low quality
red wine,0.49,10.0,0.44,2.7,0.077,0.63,11.0,19.0,0.9963,3.23,11.6,7,medium quality
white wine,0.29,6.8,0.16,10.4,0.046,0.4,59.0,143.0,0.99518,3.2,10.8,6,medium quality
white wine,0.34,7.2,0.21,1.1,0.046,0.4,25.0,80.0,0.992,3.25,11.3,6,medium quality
red wine,0.21,7.9,0.43,1.6,0.106,0.91,10.0,37.0,0.9966,3.17,9.5,5,low quality
white wine,0.32,5.7,0.21,1.6,0.03,0.52,33.0,122.0,0.99044,3.33,11.9,6,medium quality
white wine,0.25,6.4,0.4,4.2,0.032,0.52,15.0,91.0,0.98988,3.26,13.1,6,medium quality
white wine,0.35,7.4,0.37,5.7,0.061,0.69,12.0,94.0,0.9965,3.48,10.7,6,medium quality
white wine,0.39,6.7,0.22,10.2,0.038,0.54,60.0,149.0,0.99725,3.17,10.0,7,medium quality
white wine,0.31,6.8,0.22,6.3,0.035,0.66,33.0,170.0,0.9918,3.24,12.6,6,medium quality
red wine,0.49,9.3,0.4,2.5,0.085,0.55,38.0,142.0,0.9978,3.22,9.4,5,low quality
white wine,0.27,5.0,0.235,11.75,0.03,0.5,34.0,118.0,0.9954,3.07,9.4,6,medium quality
white wine,0.36,6.9,0.48,3.5,0.03,0.38,31.0,135.0,0.9904,3.14,12.2,7,medium quality
red wine,0.34,10.1,0.37,2.4,0.085,0.65,5.0,17.0,0.9968299999999999,3.17,10.6,7,medium quality
white wine,0.45,8.3,0.28,7.8,0.059000000000000004,0.77,32.0,139.0,0.9972,3.33,11.2,6,medium quality
white wine,0.46,6.7,0.24,2.2,0.033,0.62,19.0,111.0,0.99045,3.1,11.9,6,medium quality
red wine,0.15,6.3,0.55,1.8,0.077,0.82,26.0,35.0,0.9931399999999999,3.32,11.6,6,medium quality
red wine,0.31,9.6,0.56,2.8,0.08900000000000001,0.92,15.0,46.0,0.9979,3.11,10.0,6,medium quality
white wine,0.33,7.8,0.32,2.4,0.037000000000000005,0.65,18.0,101.0,0.9912,3.21,11.7,7,medium quality
white wine,0.32,6.6,0.23,1.5,0.040999999999999995,0.39,8.0,72.0,0.98949,3.22,12.7,6,medium quality
white wine,0.3,6.9,0.29,8.2,0.026000000000000002,0.37,35.0,112.0,0.99144,3.0,12.3,6,medium quality
white wine,0.32,7.2,0.25,1.5,0.047,0.44,27.0,132.0,0.9933,3.26,10.5,5,low quality
red wine,0.41,8.9,0.595,7.9,0.086,0.57,30.0,109.0,0.9998,3.27,9.3,5,low quality
white wine,0.3,6.9,0.4,10.6,0.033,0.45,24.0,87.0,0.99265,3.15,12.8,6,medium quality
red wine,0.14,9.0,0.82,2.6,0.08900000000000001,0.63,9.0,23.0,0.9984,3.39,9.8,5,low quality
white wine,0.28,7.1,0.19,3.6,0.033,0.78,16.0,78.0,0.993,2.91,11.4,6,medium quality
white wine,0.4,9.2,0.22,2.4,0.054000000000000006,0.46,18.0,151.0,0.9952,3.04,9.3,4,low quality
white wine,0.49,7.7,0.35,8.65,0.033,0.38,42.0,186.0,0.9931,3.14,12.4,8,high quality
red wine,0.31,7.2,0.38,2.0,0.055999999999999994,0.76,15.0,29.0,0.99472,3.23,11.3,8,high quality
white wine,0.26,6.6,0.32,4.6,0.031,0.73,26.0,120.0,0.99198,3.4,12.5,7,medium quality
white wine,0.48,7.4,0.31,14.2,0.042,0.59,62.0,204.0,0.9983,3.06,9.4,5,low quality
white wine,0.32,6.2,0.29,3.6,0.026000000000000002,0.37,39.0,138.0,0.9892,3.31,13.1,7,medium quality
white wine,0.05,7.0,0.55,8.0,0.036000000000000004,0.46,19.0,164.0,0.99269,3.26,12.2,6,medium quality
red wine,0.21,8.0,1.18,1.9,0.083,0.47,14.0,41.0,0.9953200000000001,3.34,10.5,5,low quality
white wine,0.02,6.2,0.53,0.9,0.035,0.35,6.0,81.0,0.99234,3.24,9.5,4,low quality
white wine,0.18,6.6,0.23,8.5,0.044000000000000004,0.49,59.0,188.0,0.9955799999999999,3.16,9.5,5,low quality
white wine,0.21,5.7,0.25,1.5,0.044000000000000004,0.59,21.0,108.0,0.9914200000000001,3.3,11.0,6,medium quality
white wine,0.2,7.2,0.34,5.8,0.062,0.44,52.0,203.0,0.99461,3.17,9.8,6,medium quality
white wine,0.34,6.5,0.28,3.6,0.04,0.48,29.0,121.0,0.99111,3.28,12.1,7,medium quality
red wine,0.1,8.1,0.78,3.3,0.09,0.49,4.0,13.0,0.99855,3.36,9.5,5,low quality
white wine,0.36,6.6,0.17,1.9,0.036000000000000004,0.54,38.0,110.0,0.99056,3.05,11.4,6,medium quality
white wine,0.56,5.0,0.17,1.5,0.026000000000000002,0.39,24.0,115.0,0.9906,3.48,10.8,7,medium quality
white wine,0.32,8.2,0.17,1.5,0.05,0.58,17.0,101.0,0.9940000000000001,3.14,9.5,5,low quality
white wine,0.24,5.6,0.39,4.7,0.034,0.36,27.0,77.0,0.9906,3.28,12.7,5,low quality
white wine,0.25,7.0,0.4,1.8,0.05,0.55,51.0,189.0,0.99174,3.0,11.4,6,medium quality
white wine,0.26,7.7,0.3,18.95,0.053,0.5,36.0,174.0,0.99976,3.2,10.4,5,low quality
white wine,0.32,6.4,0.27,4.5,0.24,0.48,61.0,174.0,0.9948,3.12,9.4,5,low quality
white wine,0.29,5.7,0.22,3.5,0.04,0.36,27.0,146.0,0.9899899999999999,3.17,12.1,6,medium quality
white wine,0.49,7.0,0.14,5.9,0.053,0.36,22.0,118.0,0.9954,3.36,9.4,6,medium quality
red wine,0.55,9.9,0.35,2.1,0.062,0.79,5.0,14.0,0.9971,3.26,10.6,5,low quality
white wine,0.28,6.4,0.28,3.0,0.04,0.47,19.0,98.0,0.99216,3.25,11.1,6,medium quality
red wine,0.29,7.8,0.61,1.6,0.114,1.56,9.0,29.0,0.9974,3.26,9.1,5,low quality
white wine,0.21,5.7,0.36,6.7,0.038,0.63,51.0,166.0,0.9941,3.29,10.0,6,medium quality
white wine,0.18,6.3,0.27,7.7,0.048,0.47,45.0,186.0,0.9962,3.23,9.0,5,low quality
white wine,0.74,6.7,0.25,19.4,0.054000000000000006,0.45,44.0,169.0,1.0004,3.51,9.8,6,medium quality
white wine,0.3,6.5,0.29,9.15,0.051,0.56,25.0,166.0,0.99339,3.24,11.333333333333302,6,medium quality
white wine,0.48,7.4,0.27,1.1,0.047,0.49,17.0,132.0,0.9914,3.19,11.6,6,medium quality
white wine,0.28,8.1,0.22,7.7,0.043,0.55,57.0,176.0,0.9954,3.12,10.0,5,low quality
red wine,0.49,9.0,0.54,2.9,0.094,0.61,41.0,110.0,0.9982,3.08,9.2,5,low quality
white wine,0.25,6.5,0.23,17.3,0.046,0.42,15.0,110.0,0.99828,3.15,9.2,6,medium quality
red wine,0.08,6.2,0.52,4.4,0.071,0.63,11.0,32.0,0.99646,3.56,11.6,6,medium quality
white wine,0.49,14.2,0.27,1.1,0.037000000000000005,0.54,33.0,156.0,0.992,3.15,11.1,6,medium quality
red wine,0.4,8.4,0.29,1.7,0.067,0.6,8.0,20.0,0.99603,3.39,10.5,5,low quality
white wine,0.36,6.9,0.24,20.8,0.031,0.33,40.0,139.0,0.9975,3.2,11.0,6,medium quality
white wine,0.34,8.5,0.22,0.7,0.04,0.37,5.0,25.0,0.9918,3.04,10.5,4,low quality
white wine,0.42,8.0,0.55,12.6,0.21100000000000002,0.56,37.0,213.0,0.9988,2.99,9.3,5,low quality
white wine,0.15,5.2,0.24,7.1,0.043,0.48,32.0,134.0,0.9937799999999999,3.24,9.9,6,medium quality
white wine,0.32,7.1,0.32,11.0,0.038,0.4,16.0,66.0,0.9937,3.24,11.5,3,low quality
white wine,0.28,6.6,0.34,1.3,0.035,0.42,32.0,90.0,0.9916,3.1,10.7,6,medium quality
white wine,0.57,6.6,0.16,1.1,0.13,0.39,58.0,140.0,0.9927,3.12,9.3,7,medium quality
white wine,0.33,7.3,0.26,17.85,0.049,0.44,41.5,195.0,1.0,3.06,9.1,7,medium quality
white wine,0.49,8.1,0.28,1.0,0.04,0.41,32.0,148.0,0.9936,3.13,10.0,6,medium quality
white wine,0.25,7.4,0.28,11.9,0.053,0.62,25.0,148.0,0.9976,3.1,9.2,5,low quality
white wine,0.13,7.1,0.55,1.7,0.073,0.58,21.0,165.0,0.9940000000000001,2.97,9.2,6,medium quality
white wine,0.39,8.2,0.27,7.8,0.039,0.51,49.0,208.0,0.9976,3.31,9.5,6,medium quality
white wine,0.26,7.9,0.33,1.2,0.044000000000000004,0.54,23.0,103.0,0.9932,3.19,10.5,6,medium quality
white wine,0.35,7.7,0.18,5.8,0.055,0.54,25.0,144.0,0.9957600000000001,3.24,10.2,6,medium quality
white wine,0.48,6.5,0.32,8.0,0.026000000000000002,0.79,18.0,88.0,0.99144,3.22,12.7,4,low quality
red wine,0.54,10.0,0.26,1.9,0.083,0.63,42.0,74.0,0.99451,2.98,11.8,8,high quality
white wine,0.27,6.0,0.27,1.6,0.046,0.51,32.0,113.0,0.9924,3.41,10.5,7,medium quality
white wine,0.04,5.0,0.44,18.6,0.039,0.57,38.0,128.0,0.9985,3.37,10.2,6,medium quality
white wine,0.36,8.5,0.32,14.9,0.040999999999999995,0.31,47.0,190.0,0.9982,3.08,10.0,6,medium quality
white wine,0.3,5.7,0.24,1.3,0.03,0.43,25.0,98.0,0.9896799999999999,3.37,12.4,7,medium quality
white wine,0.4,6.8,0.21,6.3,0.032,0.53,40.0,121.0,0.9921399999999999,3.18,12.0,7,medium quality
white wine,0.29,6.2,0.33,1.3,0.042,0.64,26.0,138.0,0.9956,3.77,9.5,5,low quality
white wine,0.35,7.7,0.27,5.3,0.03,0.42,30.0,117.0,0.992,3.11,12.2,6,medium quality
white wine,0.37,5.8,0.18,1.2,0.036000000000000004,0.49,19.0,74.0,0.9885299999999999,3.09,12.7,7,medium quality
white wine,0.24,7.1,0.23,5.4,0.039,0.78,60.0,196.0,0.9948,3.19,10.0,4,low quality
red wine,0.44,6.7,0.32,2.4,0.061,0.8,24.0,34.0,0.99484,3.29,11.6,7,medium quality
red wine,0.05,8.8,0.955,1.8,0.075,0.44,5.0,19.0,0.99616,3.3,9.6,4,low quality
white wine,0.28,7.2,0.24,1.9,0.032,0.39,30.0,92.0,0.9914,3.1,10.9,6,medium quality
white wine,0.35,7.6,0.17,1.6,0.047,0.69,43.0,154.0,0.9934,3.36,11.1,6,medium quality
white wine,0.22,7.9,0.31,13.3,0.048,0.59,46.0,212.0,0.9994200000000001,3.47,10.0,5,low quality
red wine,0.06,7.2,0.57,1.6,0.076,0.7,9.0,27.0,0.9972,3.36,9.6,6,medium quality
white wine,0.45,6.9,0.3,1.4,0.039,0.47,36.0,122.0,0.99059,3.07,11.1,7,medium quality
white wine,0.31,6.6,0.27,5.3,0.13699999999999998,0.38,35.0,163.0,0.9951,3.2,9.3,5,low quality
white wine,0.18,6.1,0.4,9.0,0.051,0.5,28.5,259.0,0.9964,3.19,8.8,5,low quality
white wine,0.27,6.1,0.28,8.0,0.048,0.51,41.0,162.0,0.99498,3.21,9.9,5,low quality
white wine,0.35,7.5,0.23,17.8,0.057999999999999996,0.43,128.0,212.0,1.00241,3.44,8.9,5,low quality
red wine,0.34,8.0,0.48,2.2,0.073,0.66,16.0,25.0,0.9936,3.28,12.4,6,medium quality
white wine,0.49,7.8,0.21,1.35,0.052000000000000005,0.28,6.0,48.0,0.9911,3.15,11.4,5,low quality
white wine,0.26,7.0,0.23,7.2,0.040999999999999995,0.55,21.0,90.0,0.9950899999999999,3.22,9.5,6,medium quality
white wine,0.3,7.2,0.3,8.1,0.05,0.49,40.0,188.0,0.9965200000000001,3.15,9.1,6,medium quality
red wine,0.28,7.0,0.58,4.8,0.085,0.7,12.0,69.0,0.9963299999999999,3.32,11.0,6,medium quality
red wine,0.1,6.1,0.705,2.8,0.081,0.66,13.0,28.0,0.99631,3.6,10.2,5,low quality
red wine,0.39,8.4,0.25,2.0,0.040999999999999995,0.71,4.0,10.0,0.9938600000000001,3.27,12.5,7,medium quality
white wine,0.44,6.8,0.34,6.6,0.052000000000000005,0.41,28.0,156.0,0.9955,3.14,9.6,5,low quality
white wine,0.34,6.0,0.28,1.6,0.11900000000000001,0.38,33.0,104.0,0.9921,3.19,10.2,6,medium quality
red wine,0.17,9.0,0.66,3.0,0.077,0.55,5.0,13.0,0.9976,3.29,10.4,5,low quality
white wine,0.33,6.9,0.24,12.5,0.046,0.77,47.0,153.0,0.9983,3.28,9.6,6,medium quality
white wine,0.34,7.4,0.41,4.7,0.042,0.42,19.0,127.0,0.9953,3.25,10.4,5,low quality
white wine,0.39,6.8,0.23,16.1,0.053,0.64,71.0,194.0,0.9988,3.18,10.2,6,medium quality
white wine,0.29,6.2,0.34,7.6,0.047,0.62,45.0,232.0,0.9955,3.35,10.0,6,medium quality
white wine,0.32,5.8,0.15,1.2,0.037000000000000005,0.5,14.0,119.0,0.9913700000000001,3.19,10.2,6,medium quality
white wine,0.27,6.2,0.22,1.5,0.064,0.46,20.0,132.0,0.9938,3.22,9.2,6,medium quality
white wine,0.29,6.8,0.25,2.0,0.042,0.54,19.0,189.0,0.9952,3.46,10.2,6,medium quality
white wine,0.3,7.6,0.27,9.2,0.018000000000000002,0.29,23.0,96.0,0.9938,3.08,11.0,6,medium quality
white wine,0.3,6.4,0.3,2.25,0.038,0.62,8.0,210.0,0.9937,3.2,9.9,6,medium quality
white wine,0.02,5.9,0.415,0.8,0.038,0.36,22.0,63.0,0.9932,3.36,9.3,5,low quality
white wine,0.29,5.6,0.23,3.1,0.023,0.51,19.0,89.0,0.9906799999999999,3.25,11.2,6,medium quality
red wine,0.52,9.5,0.37,2.0,0.08199999999999999,0.51,6.0,26.0,0.998,3.18,9.5,5,low quality
white wine,0.36,7.6,0.26,1.6,0.032,0.4,6.0,106.0,0.993,3.15,10.4,4,low quality
red wine,0.65,11.9,0.4,2.15,0.068,0.68,7.0,27.0,0.9988,3.06,11.3,6,medium quality
white wine,0.49,6.3,0.23,7.1,0.05,0.34,67.0,210.0,0.9951,3.23,9.5,5,low quality
white wine,0.31,6.7,0.27,15.7,0.036000000000000004,0.56,44.0,179.0,0.9979,3.26,9.6,5,low quality
white wine,0.25,5.6,0.23,8.0,0.043,0.42,31.0,101.0,0.99429,3.19,10.4,6,medium quality
white wine,0.38,6.6,0.24,12.75,0.034,0.57,8.0,74.0,0.9938600000000001,3.1,12.9,6,medium quality
white wine,0.16,6.9,0.29,6.8,0.034,0.39,65.0,212.0,0.9955,3.08,9.0,6,medium quality
white wine,0.27,6.5,0.26,12.9,0.044000000000000004,0.43,69.0,215.0,0.9967,3.17,10.0,6,medium quality
white wine,0.43,8.2,0.31,7.0,0.047,0.64,18.0,87.0,0.9962799999999999,3.23,10.6,5,low quality
white wine,0.49,6.4,0.27,7.3,0.046,0.43,53.0,206.0,0.9956,3.24,9.2,6,medium quality
white wine,0.51,6.4,0.35,7.8,0.055,0.45,53.0,177.0,0.9950200000000001,3.12,9.6,5,low quality
white wine,0.74,8.8,0.23,3.2,0.042,0.51,15.0,126.0,0.9934,3.02,11.2,6,medium quality
white wine,0.26,6.7,0.24,5.4,0.03,0.38,15.0,94.0,0.99045,3.15,12.7,6,medium quality
white wine,0.28,6.3,0.22,2.4,0.042,0.37,38.0,102.0,0.98998,3.14,11.6,7,medium quality
white wine,0.24,6.0,0.1,1.1,0.040999999999999995,0.61,15.0,65.0,0.9927,3.61,10.3,7,medium quality
red wine,0.17,6.9,0.635,2.4,0.24100000000000002,0.59,6.0,18.0,0.9961,3.4,10.3,6,medium quality
white wine,0.32,6.5,0.29,3.0,0.036000000000000004,0.59,38.0,93.0,0.9906,3.16,12.0,6,medium quality
white wine,0.17,6.7,0.23,1.3,0.061,0.55,14.0,100.0,0.9925,3.07,9.5,5,low quality
red wine,0.52,8.7,0.29,1.6,0.113,0.58,12.0,37.0,0.9969,3.25,9.5,5,low quality
white wine,0.37,7.0,0.2,2.0,0.03,0.61,26.0,136.0,0.9932,3.28,10.2,6,medium quality
white wine,0.26,6.2,0.21,13.1,0.05,0.46,59.0,150.0,0.99772,3.31,9.0,5,low quality
red wine,0.18,7.7,0.61,2.4,0.083,0.6,6.0,20.0,0.9963,3.29,10.2,6,medium quality
white wine,0.34,7.6,0.22,9.7,0.035,0.49,26.0,143.0,0.9965,3.08,9.8,6,medium quality
red wine,0.22,10.7,0.67,2.7,0.107,0.98,17.0,34.0,1.0004,3.28,9.9,6,medium quality
white wine,0.49,7.9,0.28,7.7,0.045,0.55,48.0,195.0,0.9954,3.04,11.0,6,medium quality
white wine,0.22,7.1,0.49,2.0,0.047,0.37,146.5,307.5,0.9924,3.24,11.0,3,low quality
white wine,0.32,5.6,0.32,8.3,0.043,0.47,32.0,105.0,0.99266,3.24,11.2,6,medium quality
white wine,0.36,7.8,0.3,4.6,0.024,0.66,20.0,198.0,0.9922200000000001,3.06,11.9,6,medium quality
white wine,0.4,6.9,0.19,1.4,0.036000000000000004,0.68,14.0,55.0,0.9909,3.08,11.5,7,medium quality
red wine,0.04,7.0,0.975,2.0,0.087,0.6,12.0,67.0,0.99565,3.35,9.4,4,low quality
white wine,0.54,9.2,0.34,17.3,0.06,0.61,46.0,235.0,1.0018200000000002,3.08,8.8,6,medium quality
white wine,0.17,8.0,0.55,8.2,0.04,0.3,13.0,60.0,0.9956,3.09,9.5,4,low quality
white wine,0.42,6.45,0.14,1.2,0.05,0.69,51.0,129.0,0.99116,3.27,11.1,7,medium quality
white wine,0.22,7.8,0.29,9.5,0.055999999999999994,0.61,44.0,213.0,0.99715,3.08,9.3,6,medium quality
white wine,0.28,7.1,0.27,1.25,0.023,0.3,3.0,89.0,0.98993,2.95,11.4,4,low quality
red wine,0.33,9.1,0.52,1.3,0.07,0.6,9.0,30.0,0.9978,3.24,9.3,5,low quality
red wine,0.3,7.8,0.5,1.9,0.075,0.56,8.0,22.0,0.9959,3.31,10.4,6,medium quality
white wine,0.34,7.5,0.42,4.3,0.04,0.45,34.0,108.0,0.99155,3.14,12.8,8,high quality
white wine,0.42,5.7,0.45,1.1,0.051,0.4,61.0,197.0,0.9932,3.02,9.0,5,low quality
red wine,0.48,10.7,0.4,2.1,0.125,0.81,15.0,49.0,0.998,3.03,9.7,6,medium quality
red wine,0.4,7.9,0.18,1.8,0.062,0.7,7.0,20.0,0.9941,3.28,11.1,5,low quality
white wine,0.24,7.5,0.31,7.1,0.031,0.38,28.0,141.0,0.99397,3.16,10.6,7,medium quality
white wine,0.35,6.8,0.17,1.8,0.04,0.57,29.0,84.0,0.98961,2.91,12.0,7,medium quality
white wine,0.53,7.7,0.18,1.2,0.040999999999999995,0.44,42.0,167.0,0.9908,3.11,11.9,5,low quality
white wine,0.29,6.5,0.24,8.2,0.043,0.7,32.0,156.0,0.9945299999999999,3.13,10.1,6,medium quality
red wine,0.39,8.6,0.42,1.8,0.068,0.69,6.0,12.0,0.99516,3.35,11.7,8,high quality
red wine,0.3,7.7,0.26,1.7,0.059000000000000004,0.47,20.0,38.0,0.9949,3.29,10.8,6,medium quality
white wine,0.73,6.2,0.45,7.2,0.099,0.43,47.0,202.0,0.99582,3.21,9.2,5,low quality
white wine,0.32,6.8,0.17,1.4,0.04,0.66,35.0,106.0,0.99026,3.16,12.0,5,low quality
white wine,0.34,6.0,0.26,1.3,0.046,0.63,6.0,29.0,0.9924,3.29,10.4,5,low quality
white wine,0.37,6.6,0.22,15.4,0.035,0.4,62.0,153.0,0.99845,3.02,9.3,5,low quality
red wine,0.12,7.5,0.63,5.1,0.111,0.77,50.0,110.0,0.9983,3.26,9.4,5,low quality
white wine,0.36,6.1,0.37,4.7,0.035,0.62,36.0,116.0,0.991,3.31,12.6,6,medium quality
red wine,0.18,6.8,0.6,1.9,0.079,0.57,18.0,86.0,0.9968,3.59,9.3,6,medium quality
white wine,0.4,8.0,0.2,5.2,0.055,0.4,41.0,167.0,0.9953,3.18,10.6,7,medium quality
white wine,0.33,7.9,0.26,10.3,0.039,0.49,73.0,212.0,0.9969,2.93,9.5,6,medium quality
red wine,0.12,9.0,0.8,2.4,0.083,0.65,8.0,28.0,0.99836,3.33,10.4,6,medium quality
white wine,0.25,6.4,0.15,7.8,0.05,0.4,13.0,68.0,0.9939399999999999,3.16,9.9,6,medium quality
red wine,0.5,11.9,0.57,2.6,0.08199999999999999,0.78,6.0,32.0,1.0006,3.12,10.7,6,medium quality
white wine,0.29,7.3,0.32,1.5,0.038,0.55,32.0,144.0,0.9929600000000001,3.2,10.8,5,low quality
white wine,0.34,7.9,0.2,1.2,0.04,0.41,29.0,118.0,0.9932,3.14,10.6,6,medium quality
white wine,0.29,6.1,0.34,2.2,0.036000000000000004,0.44,25.0,100.0,0.9893799999999999,3.06,11.8,6,medium quality
white wine,0.45,6.2,0.32,2.9,0.028999999999999998,0.6,37.0,94.0,0.98998,3.25,12.4,6,medium quality
white wine,0.33,6.6,0.32,2.5,0.052000000000000005,0.6,40.0,219.5,0.99316,3.15,10.0,5,low quality
white wine,0.26,6.7,0.25,1.55,0.040999999999999995,0.63,118.5,216.0,0.9949,3.55,9.4,3,low quality
white wine,0.3,7.1,0.43,6.6,0.025,0.46,15.0,138.0,0.99126,3.18,12.6,6,medium quality
white wine,0.4,6.3,0.29,6.5,0.039,0.44,43.0,167.0,0.9953,3.15,9.3,6,medium quality
white wine,0.19,7.2,0.25,8.0,0.044000000000000004,0.44,51.0,172.0,0.9964,3.16,9.2,5,low quality
white wine,0.33,6.4,0.23,1.15,0.044000000000000004,0.44,15.5,217.5,0.992,3.33,11.0,6,medium quality
white wine,0.22,6.3,0.28,9.5,0.04,0.31,30.0,111.0,0.9933799999999999,3.05,10.8,4,low quality
white wine,0.72,8.0,0.66,17.55,0.042,0.68,62.0,233.0,0.9999,2.92,9.4,4,low quality
red wine,0.0,6.5,0.67,4.3,0.057,0.56,11.0,20.0,0.9948799999999999,3.45,11.8,4,low quality
red wine,0.11,7.6,0.46,2.6,0.079,0.57,12.0,49.0,0.9968,3.21,10.0,5,low quality
red wine,0.07,7.4,0.63,2.4,0.09,0.76,11.0,37.0,0.9979,3.43,9.7,6,medium quality
red wine,0.4,8.3,0.34,2.4,0.065,0.86,24.0,48.0,0.99554,3.34,11.0,6,medium quality
red wine,0.26,7.2,0.56,2.0,0.083,0.52,13.0,100.0,0.9958600000000001,3.26,9.9,5,low quality
red wine,0.17,9.7,0.55,2.9,0.087,0.61,20.0,53.0,1.0004,3.14,9.4,5,low quality
white wine,0.45,5.5,0.32,4.9,0.027999999999999997,0.49,25.0,191.0,0.9922,3.51,11.5,7,medium quality
white wine,0.3,7.2,0.115,6.8,0.055999999999999994,0.4,26.0,105.0,0.9954,3.44,9.6,6,medium quality
white wine,0.36,7.6,0.32,1.6,0.04,0.52,32.0,155.0,0.993,3.23,11.3,6,medium quality
white wine,0.27,7.4,0.32,1.4,0.049,0.52,38.0,173.0,0.99335,3.03,9.3,5,low quality
white wine,0.44,5.8,0.24,3.5,0.028999999999999998,0.43,5.0,109.0,0.9913,3.53,11.7,3,low quality
white wine,0.32,6.9,0.31,1.6,0.036000000000000004,0.45,34.0,114.0,0.9906799999999999,3.19,11.4,7,medium quality
red wine,0.0,8.7,0.69,3.2,0.084,0.45,13.0,33.0,0.9992,3.36,9.4,5,low quality
white wine,0.32,5.9,0.29,1.4,0.022000000000000002,0.35,17.0,47.0,0.9899,3.35,11.5,6,medium quality
white wine,0.2,6.6,0.62,8.7,0.046,0.44,81.0,224.0,0.99605,3.17,9.3,5,low quality
white wine,0.29,6.5,0.18,1.7,0.035,0.5,39.0,144.0,0.9927,3.49,10.5,6,medium quality
white wine,0.2,6.6,0.34,1.0,0.053,0.55,26.0,112.0,0.99336,3.32,9.1,5,low quality
white wine,0.31,8.2,0.18,11.8,0.039,0.52,96.0,249.0,0.9976,3.07,9.5,6,medium quality
white wine,0.35,6.2,0.23,0.7,0.051,0.43,24.0,111.0,0.9916,3.37,11.0,3,low quality
white wine,0.28,6.8,0.18,8.5,0.047,0.53,52.0,242.0,0.9952,3.22,10.5,6,medium quality
white wine,0.38,8.3,0.4,1.1,0.038,0.43,15.0,75.0,0.9934,3.03,9.2,5,low quality
white wine,0.34,7.9,0.25,11.4,0.04,0.57,53.0,202.0,0.99708,3.11,9.6,6,medium quality
white wine,0.33,8.9,0.24,15.75,0.035,0.37,16.0,132.0,0.996,3.0,12.1,6,medium quality
white wine,0.33,6.7,0.23,8.1,0.048,0.52,45.0,176.0,0.99472,3.11,10.1,6,medium quality
white wine,0.4,5.8,0.27,1.2,0.076,0.45,47.0,130.0,0.99185,3.13,10.3,6,medium quality
red wine,0.55,12.5,0.37,2.6,0.083,0.82,25.0,68.0,0.9995,3.15,10.4,6,medium quality
white wine,0.41,7.3,0.24,13.6,0.05,0.43,41.0,178.0,0.9988,3.37,9.7,5,low quality
white wine,0.25,8.0,0.13,1.1,0.033,0.39,15.0,86.0,0.99044,2.98,11.2,8,high quality
white wine,0.37,6.7,0.16,1.3,0.036000000000000004,0.51,45.0,125.0,0.98964,3.19,12.4,7,medium quality
white wine,0.39,7.9,0.29,6.7,0.036000000000000004,0.42,6.0,117.0,0.9938,3.12,10.7,5,low quality
white wine,0.22,6.1,0.28,1.8,0.034,0.44,32.0,116.0,0.9898,3.36,12.6,6,medium quality
red wine,0.41,7.9,0.33,1.5,0.055999999999999994,0.71,6.0,35.0,0.9939600000000001,3.29,11.0,6,medium quality
white wine,0.35,6.4,0.35,5.6,0.034,0.5,9.0,148.0,0.99441,3.17,9.8,4,low quality
white wine,0.48,6.4,0.18,4.0,0.18600000000000003,0.4,64.0,150.0,0.9945,3.06,9.3,5,low quality
white wine,0.1,4.4,0.46,2.8,0.024,0.34,31.0,111.0,0.98816,3.48,13.1,6,medium quality
white wine,0.4,6.4,0.15,1.5,0.042,0.46,23.0,87.0,0.98972,3.11,12.2,7,medium quality
white wine,0.25,8.0,0.27,19.1,0.045,0.5,50.0,208.0,1.00051,3.05,9.2,6,medium quality
white wine,0.28,7.1,0.25,1.2,0.04,0.53,31.0,111.0,0.99174,3.18,11.1,5,low quality
red wine,0.24,9.2,0.59,3.3,0.10099999999999999,0.67,20.0,47.0,0.9988,3.26,9.6,5,low quality
white wine,0.33,6.2,0.16,1.1,0.057,0.46,21.0,82.0,0.991,3.32,10.9,7,medium quality
white wine,0.33,5.2,0.37,1.2,0.027999999999999997,0.38,13.0,81.0,0.9902,3.37,11.7,6,medium quality
white wine,0.5,6.6,0.78,1.5,0.045,0.48,30.0,133.0,0.9910399999999999,3.25,11.7,5,low quality
white wine,0.15,7.1,0.34,1.2,0.053,0.43,61.0,183.0,0.9936,3.09,9.2,5,low quality
white wine,0.49,8.1,0.3,12.3,0.049,0.57,50.0,144.0,0.9971,3.09,10.2,7,medium quality
white wine,0.18,5.0,0.455,1.9,0.036000000000000004,0.83,33.0,106.0,0.98746,3.21,14.0,7,medium quality
white wine,0.4,8.3,0.28,7.8,0.040999999999999995,0.51,38.0,194.0,0.9976,3.34,9.6,6,medium quality
white wine,0.24,6.6,0.41,4.9,0.158,0.49,47.0,144.0,0.99471,3.17,9.4,5,low quality
white wine,0.37,6.6,0.31,6.2,0.052000000000000005,0.39,13.0,164.0,0.9960200000000001,3.24,8.8,4,low quality
white wine,0.31,6.7,0.31,9.9,0.04,0.55,10.0,175.0,0.9953,3.46,11.4,4,low quality
