wine_type,quality,quality_label,attributes,values
white wine,6,medium quality,pH,3.08
white wine,6,medium quality,pH,3.25
white wine,5,low quality,pH,3.01
white wine,6,medium quality,pH,2.93
red wine,5,low quality,pH,3.42
white wine,6,medium quality,pH,2.96
red wine,6,medium quality,pH,3.33
white wine,6,medium quality,pH,3.13
white wine,5,low quality,pH,3.24
white wine,7,medium quality,pH,2.99
white wine,5,low quality,pH,3.21
white wine,7,medium quality,pH,3.31
white wine,6,medium quality,pH,3.57
white wine,6,medium quality,pH,3.32
white wine,7,medium quality,pH,3.05
white wine,7,medium quality,pH,3.06
red wine,5,low quality,pH,3.02
white wine,5,low quality,pH,3.03
red wine,6,medium quality,pH,3.18
white wine,6,medium quality,pH,3.18
white wine,6,medium quality,pH,3.45
white wine,5,low quality,pH,3.18
white wine,5,low quality,pH,3.18
white wine,6,medium quality,pH,3.12
red wine,6,medium quality,pH,3.38
white wine,4,low quality,pH,3.09
white wine,5,low quality,pH,3.29
white wine,7,medium quality,pH,3.0
white wine,5,low quality,pH,2.94
white wine,6,medium quality,pH,3.27
white wine,6,medium quality,pH,3.4
white wine,7,medium quality,pH,3.28
white wine,7,medium quality,pH,3.07
red wine,6,medium quality,pH,3.3
red wine,7,medium quality,pH,3.34
white wine,6,medium quality,pH,3.57
white wine,4,low quality,pH,3.02
red wine,4,low quality,pH,3.05
white wine,6,medium quality,pH,3.15
white wine,6,medium quality,pH,3.36
white wine,6,medium quality,pH,3.23
white wine,6,medium quality,pH,2.92
white wine,6,medium quality,pH,3.03
red wine,6,medium quality,pH,3.32
white wine,6,medium quality,pH,3.09
white wine,5,low quality,pH,3.1
white wine,7,medium quality,pH,3.18
white wine,5,low quality,pH,3.1
white wine,6,medium quality,pH,3.09
white wine,5,low quality,pH,3.47
red wine,4,low quality,pH,3.54
red wine,4,low quality,pH,3.59
white wine,8,high quality,pH,3.26
white wine,6,medium quality,pH,3.18
white wine,6,medium quality,pH,3.22
white wine,5,low quality,pH,2.94
white wine,5,low quality,pH,3.12
white wine,5,low quality,pH,2.83
white wine,5,low quality,pH,3.12
white wine,6,medium quality,pH,3.22
red wine,5,low quality,pH,3.22
red wine,6,medium quality,pH,3.17
white wine,6,medium quality,pH,3.19
white wine,7,medium quality,pH,3.51
white wine,6,medium quality,pH,3.36
white wine,6,medium quality,pH,3.31
red wine,5,low quality,pH,3.19
red wine,5,low quality,pH,3.32
white wine,7,medium quality,pH,3.16
white wine,7,medium quality,pH,2.93
white wine,6,medium quality,pH,3.28
white wine,5,low quality,pH,3.09
white wine,7,medium quality,pH,2.84
white wine,6,medium quality,pH,3.19
white wine,7,medium quality,pH,3.2
white wine,5,low quality,pH,3.03
red wine,5,low quality,pH,3.29
white wine,7,medium quality,pH,3.4
red wine,6,medium quality,pH,3.67
red wine,6,medium quality,pH,3.43
white wine,5,low quality,pH,3.15
red wine,4,low quality,pH,3.66
white wine,7,medium quality,pH,3.21
white wine,6,medium quality,pH,2.93
white wine,5,low quality,pH,3.28
white wine,6,medium quality,pH,3.25
red wine,6,medium quality,pH,3.36
red wine,6,medium quality,pH,3.31
white wine,7,medium quality,pH,3.26
white wine,6,medium quality,pH,3.23
white wine,6,medium quality,pH,3.2
white wine,5,low quality,pH,3.19
white wine,6,medium quality,pH,3.09
white wine,7,medium quality,pH,2.99
white wine,5,low quality,pH,3.18
white wine,5,low quality,pH,3.15
red wine,6,medium quality,pH,3.32
white wine,7,medium quality,pH,3.32
white wine,6,medium quality,pH,3.32
white wine,7,medium quality,pH,3.14
white wine,5,low quality,pH,3.35
white wine,6,medium quality,pH,3.25
white wine,5,low quality,pH,3.04
white wine,8,high quality,pH,3.56
white wine,6,medium quality,pH,3.22
red wine,5,low quality,pH,3.44
white wine,8,high quality,pH,3.32
white wine,7,medium quality,pH,3.35
white wine,6,medium quality,pH,3.08
white wine,5,low quality,pH,3.29
white wine,7,medium quality,pH,3.27
white wine,6,medium quality,pH,3.12
white wine,5,low quality,pH,3.08
white wine,7,medium quality,pH,3.46
white wine,6,medium quality,pH,3.11
white wine,5,low quality,pH,3.04
red wine,6,medium quality,pH,3.45
white wine,4,low quality,pH,3.48
red wine,7,medium quality,pH,3.35
red wine,5,low quality,pH,3.48
white wine,5,low quality,pH,3.12
white wine,6,medium quality,pH,3.03
red wine,7,medium quality,pH,3.52
white wine,5,low quality,pH,3.17
red wine,5,low quality,pH,3.45
white wine,7,medium quality,pH,3.64
white wine,6,medium quality,pH,3.1
white wine,6,medium quality,pH,3.28
red wine,6,medium quality,pH,3.22
red wine,5,low quality,pH,3.28
white wine,5,low quality,pH,3.13
white wine,6,medium quality,pH,3.15
white wine,7,medium quality,pH,3.18
white wine,7,medium quality,pH,3.16
white wine,7,medium quality,pH,3.36
white wine,5,low quality,pH,3.04
red wine,6,medium quality,pH,3.46
white wine,8,high quality,pH,3.41
white wine,5,low quality,pH,3.15
red wine,5,low quality,pH,3.31
red wine,7,medium quality,pH,3.3
white wine,7,medium quality,pH,3.29
white wine,6,medium quality,pH,3.04
red wine,5,low quality,pH,3.2
white wine,6,medium quality,pH,3.22
white wine,7,medium quality,pH,3.14
white wine,4,low quality,pH,2.89
red wine,6,medium quality,pH,3.22
red wine,5,low quality,pH,3.12
red wine,6,medium quality,pH,3.04
white wine,6,medium quality,pH,3.19
red wine,7,medium quality,pH,3.31
white wine,5,low quality,pH,3.27
white wine,6,medium quality,pH,3.22
white wine,6,medium quality,pH,3.15
white wine,5,low quality,pH,3.42
white wine,5,low quality,pH,2.98
white wine,6,medium quality,pH,3.01
red wine,7,medium quality,pH,3.24
white wine,7,medium quality,pH,3.08
red wine,6,medium quality,pH,3.28
white wine,7,medium quality,pH,3.25
white wine,6,medium quality,pH,3.19
white wine,5,low quality,pH,3.1
white wine,5,low quality,pH,3.23
white wine,7,medium quality,pH,3.18
red wine,7,medium quality,pH,3.38
white wine,5,low quality,pH,3.56
white wine,7,medium quality,pH,3.14
red wine,6,medium quality,pH,3.21
white wine,6,medium quality,pH,3.02
red wine,5,low quality,pH,3.56
white wine,8,high quality,pH,3.08
white wine,6,medium quality,pH,3.32
white wine,7,medium quality,pH,3.59
red wine,5,low quality,pH,3.44
white wine,6,medium quality,pH,3.1
red wine,5,low quality,pH,3.54
white wine,7,medium quality,pH,3.11
white wine,6,medium quality,pH,3.18
white wine,7,medium quality,pH,3.12
white wine,4,low quality,pH,3.15
white wine,6,medium quality,pH,3.1
white wine,7,medium quality,pH,3.29
white wine,6,medium quality,pH,3.23
white wine,4,low quality,pH,3.0
white wine,6,medium quality,pH,3.29
white wine,7,medium quality,pH,3.39
white wine,6,medium quality,pH,3.17
white wine,5,low quality,pH,3.6
red wine,5,low quality,pH,3.15
red wine,6,medium quality,pH,3.12
white wine,5,low quality,pH,2.85
white wine,6,medium quality,pH,3.26
red wine,6,medium quality,pH,3.26
red wine,6,medium quality,pH,3.34
white wine,7,medium quality,pH,3.29
white wine,3,low quality,pH,3.44
white wine,5,low quality,pH,3.25
white wine,6,medium quality,pH,3.32
red wine,6,medium quality,pH,3.2
white wine,5,low quality,pH,3.28
white wine,6,medium quality,pH,3.23
white wine,5,low quality,pH,3.18
white wine,5,low quality,pH,3.13
red wine,5,low quality,pH,3.2
white wine,7,medium quality,pH,3.22
red wine,6,medium quality,pH,3.26
white wine,5,low quality,pH,3.18
white wine,6,medium quality,pH,3.19
red wine,5,low quality,pH,3.52
white wine,6,medium quality,pH,3.3
white wine,6,medium quality,pH,3.0
white wine,7,medium quality,pH,3.23
red wine,5,low quality,pH,3.4
white wine,6,medium quality,pH,3.18
white wine,4,low quality,pH,3.47
red wine,5,low quality,pH,3.2
red wine,5,low quality,pH,3.23
white wine,6,medium quality,pH,3.14
white wine,7,medium quality,pH,3.37
white wine,7,medium quality,pH,3.35
white wine,5,low quality,pH,3.0
white wine,7,medium quality,pH,3.06
white wine,7,medium quality,pH,3.32
white wine,6,medium quality,pH,3.14
white wine,6,medium quality,pH,3.42
white wine,6,medium quality,pH,3.15
white wine,6,medium quality,pH,3.16
white wine,5,low quality,pH,3.3
white wine,7,medium quality,pH,3.39
white wine,5,low quality,pH,2.95
white wine,5,low quality,pH,3.1
white wine,6,medium quality,pH,3.22
white wine,5,low quality,pH,2.96
white wine,7,medium quality,pH,3.7
white wine,6,medium quality,pH,3.36
red wine,7,medium quality,pH,3.33
red wine,5,low quality,pH,3.13
white wine,6,medium quality,pH,3.04
white wine,7,medium quality,pH,3.39
white wine,7,medium quality,pH,3.1
white wine,6,medium quality,pH,3.04
red wine,7,medium quality,pH,3.19
red wine,6,medium quality,pH,3.39
white wine,5,low quality,pH,3.03
white wine,7,medium quality,pH,3.34
white wine,5,low quality,pH,3.16
white wine,7,medium quality,pH,3.12
white wine,5,low quality,pH,3.09
white wine,6,medium quality,pH,3.2
white wine,7,medium quality,pH,2.93
white wine,6,medium quality,pH,3.36
red wine,7,medium quality,pH,3.27
white wine,3,low quality,pH,3.23
white wine,7,medium quality,pH,3.32
white wine,5,low quality,pH,3.19
white wine,6,medium quality,pH,3.24
red wine,6,medium quality,pH,3.4
white wine,5,low quality,pH,3.69
white wine,6,medium quality,pH,3.05
red wine,5,low quality,pH,3.27
white wine,4,low quality,pH,3.16
white wine,5,low quality,pH,3.26
white wine,6,medium quality,pH,3.2
white wine,5,low quality,pH,2.86
white wine,7,medium quality,pH,2.96
white wine,6,medium quality,pH,3.07
white wine,6,medium quality,pH,3.23
white wine,6,medium quality,pH,3.18
red wine,5,low quality,pH,3.34
white wine,6,medium quality,pH,3.06
red wine,6,medium quality,pH,3.23
white wine,6,medium quality,pH,2.98
white wine,5,low quality,pH,3.18
red wine,6,medium quality,pH,3.55
white wine,7,medium quality,pH,3.1
white wine,5,low quality,pH,3.35
white wine,5,low quality,pH,3.12
red wine,6,medium quality,pH,3.03
red wine,6,medium quality,pH,3.14
red wine,4,low quality,pH,3.5
white wine,6,medium quality,pH,2.93
red wine,5,low quality,pH,3.34
white wine,5,low quality,pH,3.13
white wine,7,medium quality,pH,3.13
white wine,6,medium quality,pH,3.44
white wine,5,low quality,pH,3.21
white wine,6,medium quality,pH,3.02
red wine,7,medium quality,pH,3.57
white wine,6,medium quality,pH,3.28
white wine,8,high quality,pH,3.35
white wine,7,medium quality,pH,3.16
white wine,5,low quality,pH,3.12
white wine,5,low quality,pH,3.05
white wine,6,medium quality,pH,3.32
red wine,4,low quality,pH,3.58
white wine,5,low quality,pH,3.14
red wine,7,medium quality,pH,3.21
white wine,5,low quality,pH,3.0
white wine,5,low quality,pH,2.86
white wine,6,medium quality,pH,3.22
red wine,5,low quality,pH,3.35
white wine,6,medium quality,pH,3.34
white wine,7,medium quality,pH,3.38
white wine,4,low quality,pH,3.12
white wine,8,high quality,pH,3.2
white wine,5,low quality,pH,2.9
red wine,6,medium quality,pH,3.53
red wine,6,medium quality,pH,3.44
white wine,5,low quality,pH,3.03
red wine,5,low quality,pH,3.15
white wine,7,medium quality,pH,3.33
white wine,6,medium quality,pH,3.0
white wine,5,low quality,pH,3.25
red wine,5,low quality,pH,3.29
white wine,6,medium quality,pH,3.05
white wine,6,medium quality,pH,3.22
white wine,6,medium quality,pH,3.18
white wine,6,medium quality,pH,3.27
white wine,6,medium quality,pH,3.12
white wine,5,low quality,pH,3.22
red wine,4,low quality,pH,3.34
white wine,6,medium quality,pH,2.99
white wine,6,medium quality,pH,3.12
white wine,4,low quality,pH,3.32
white wine,6,medium quality,pH,3.26
red wine,5,low quality,pH,3.42
white wine,6,medium quality,pH,3.12
white wine,5,low quality,pH,3.27
red wine,5,low quality,pH,3.41
white wine,5,low quality,pH,3.19
white wine,6,medium quality,pH,3.14
white wine,5,low quality,pH,3.35
white wine,5,low quality,pH,3.06
white wine,6,medium quality,pH,3.29
red wine,6,medium quality,pH,3.3
red wine,6,medium quality,pH,3.28
white wine,5,low quality,pH,3.18
white wine,8,high quality,pH,3.19
white wine,7,medium quality,pH,3.35
white wine,6,medium quality,pH,3.49
red wine,5,low quality,pH,3.29
white wine,6,medium quality,pH,3.22
white wine,5,low quality,pH,3.03
white wine,5,low quality,pH,2.96
white wine,5,low quality,pH,3.1
red wine,5,low quality,pH,3.51
red wine,6,medium quality,pH,3.53
white wine,5,low quality,pH,3.14
white wine,6,medium quality,pH,2.93
white wine,6,medium quality,pH,3.1
white wine,5,low quality,pH,3.2
white wine,5,low quality,pH,3.28
white wine,6,medium quality,pH,3.06
red wine,6,medium quality,pH,3.23
red wine,5,low quality,pH,3.27
white wine,6,medium quality,pH,3.16
white wine,6,medium quality,pH,3.13
white wine,6,medium quality,pH,3.28
red wine,6,medium quality,pH,3.39
red wine,5,low quality,pH,3.38
white wine,6,medium quality,pH,3.27
white wine,6,medium quality,pH,3.19
white wine,4,low quality,pH,3.03
white wine,7,medium quality,pH,3.49
white wine,7,medium quality,pH,3.25
red wine,5,low quality,pH,3.54
white wine,7,medium quality,pH,3.12
red wine,7,medium quality,pH,3.15
white wine,7,medium quality,pH,3.37
white wine,6,medium quality,pH,3.12
white wine,5,low quality,pH,3.03
red wine,5,low quality,pH,3.09
white wine,7,medium quality,pH,3.35
white wine,5,low quality,pH,3.5
white wine,6,medium quality,pH,3.41
white wine,5,low quality,pH,3.38
white wine,6,medium quality,pH,3.65
white wine,5,low quality,pH,3.19
white wine,5,low quality,pH,3.22
white wine,5,low quality,pH,3.14
white wine,4,low quality,pH,3.06
white wine,6,medium quality,pH,3.55
white wine,5,low quality,pH,3.41
white wine,4,low quality,pH,3.31
white wine,6,medium quality,pH,3.14
white wine,6,medium quality,pH,3.42
white wine,7,medium quality,pH,3.13
white wine,6,medium quality,pH,3.1
white wine,6,medium quality,pH,3.37
white wine,6,medium quality,pH,3.21
white wine,6,medium quality,pH,3.22
red wine,5,low quality,pH,3.34
white wine,5,low quality,pH,3.41
white wine,6,medium quality,pH,3.1
white wine,6,medium quality,pH,3.29
white wine,6,medium quality,pH,3.25
red wine,5,low quality,pH,3.39
red wine,6,medium quality,pH,3.3
white wine,7,medium quality,pH,3.09
white wine,6,medium quality,pH,3.02
white wine,6,medium quality,pH,3.16
red wine,6,medium quality,pH,3.4
white wine,5,low quality,pH,3.04
red wine,6,medium quality,pH,3.17
white wine,5,low quality,pH,2.93
white wine,7,medium quality,pH,3.0
white wine,5,low quality,pH,3.13
white wine,7,medium quality,pH,3.32
white wine,6,medium quality,pH,3.2
white wine,7,medium quality,pH,3.16
white wine,4,low quality,pH,3.49
white wine,6,medium quality,pH,3.12
white wine,6,medium quality,pH,3.38
red wine,6,medium quality,pH,3.39
white wine,6,medium quality,pH,3.19
red wine,7,medium quality,pH,3.34
white wine,4,low quality,pH,3.42
white wine,6,medium quality,pH,3.17
red wine,5,low quality,pH,3.1
red wine,6,medium quality,pH,3.25
white wine,6,medium quality,pH,3.38
white wine,6,medium quality,pH,3.46
red wine,5,low quality,pH,3.17
white wine,6,medium quality,pH,3.3
red wine,6,medium quality,pH,3.23
white wine,5,low quality,pH,3.02
white wine,3,low quality,pH,3.05
white wine,5,low quality,pH,3.11
red wine,5,low quality,pH,3.18
white wine,5,low quality,pH,3.24
white wine,5,low quality,pH,3.19
red wine,7,medium quality,pH,3.27
white wine,5,low quality,pH,3.2
white wine,6,medium quality,pH,3.07
white wine,5,low quality,pH,3.25
white wine,6,medium quality,pH,3.16
white wine,5,low quality,pH,3.14
white wine,6,medium quality,pH,3.22
white wine,6,medium quality,pH,3.51
white wine,7,medium quality,pH,3.39
white wine,7,medium quality,pH,3.21
red wine,6,medium quality,pH,3.49
red wine,6,medium quality,pH,3.38
white wine,5,low quality,pH,3.26
white wine,6,medium quality,pH,2.85
white wine,8,high quality,pH,3.33
white wine,6,medium quality,pH,3.19
white wine,5,low quality,pH,3.17
white wine,6,medium quality,pH,3.43
white wine,7,medium quality,pH,3.01
white wine,6,medium quality,pH,3.24
red wine,5,low quality,pH,3.03
white wine,6,medium quality,pH,3.24
white wine,5,low quality,pH,3.28
white wine,6,medium quality,pH,3.17
white wine,7,medium quality,pH,3.15
red wine,5,low quality,pH,3.28
red wine,6,medium quality,pH,3.31
white wine,5,low quality,pH,3.19
white wine,7,medium quality,pH,3.43
white wine,5,low quality,pH,2.94
white wine,7,medium quality,pH,3.16
white wine,5,low quality,pH,3.09
white wine,6,medium quality,pH,3.12
red wine,5,low quality,pH,3.43
white wine,6,medium quality,pH,2.93
white wine,7,medium quality,pH,2.98
white wine,6,medium quality,pH,3.26
red wine,6,medium quality,pH,3.3
red wine,5,low quality,pH,3.15
red wine,6,medium quality,pH,3.38
white wine,6,medium quality,pH,3.23
red wine,6,medium quality,pH,3.18
white wine,5,low quality,pH,3.14
red wine,5,low quality,pH,3.42
white wine,4,low quality,pH,3.06
white wine,6,medium quality,pH,3.17
red wine,7,medium quality,pH,3.26
red wine,6,medium quality,pH,3.32
red wine,6,medium quality,pH,3.14
red wine,5,low quality,pH,3.28
white wine,6,medium quality,pH,3.22
white wine,6,medium quality,pH,3.18
white wine,6,medium quality,pH,3.42
white wine,5,low quality,pH,3.24
red wine,6,medium quality,pH,3.24
white wine,5,low quality,pH,2.94
white wine,5,low quality,pH,3.18
white wine,6,medium quality,pH,3.36
white wine,6,medium quality,pH,3.23
white wine,7,medium quality,pH,3.2
white wine,7,medium quality,pH,3.03
red wine,5,low quality,pH,3.15
white wine,6,medium quality,pH,3.06
white wine,6,medium quality,pH,3.2
red wine,5,low quality,pH,3.53
white wine,5,low quality,pH,3.17
white wine,5,low quality,pH,3.14
white wine,7,medium quality,pH,3.2
white wine,5,low quality,pH,3.08
white wine,6,medium quality,pH,2.95
white wine,6,medium quality,pH,3.26
white wine,5,low quality,pH,2.91
white wine,6,medium quality,pH,2.96
white wine,5,low quality,pH,3.58
white wine,7,medium quality,pH,3.31
red wine,8,high quality,pH,3.21
white wine,5,low quality,pH,3.09
white wine,6,medium quality,pH,3.17
white wine,5,low quality,pH,3.17
red wine,6,medium quality,pH,3.39
red wine,6,medium quality,pH,3.16
white wine,5,low quality,pH,3.31
red wine,4,low quality,pH,3.4
white wine,7,medium quality,pH,3.26
white wine,6,medium quality,pH,3.26
red wine,4,low quality,pH,3.36
white wine,4,low quality,pH,3.22
white wine,7,medium quality,pH,3.32
red wine,6,medium quality,pH,3.51
